"local_authority_name","hour","count_date","cars_and_taxis","buses_and_coaches","lgvs"
"Richmond upon Thames","07:00:00","2019-05-21",1298,36,212
"Waltham Forest","07:00:00","2019-05-21",20,0,0
"Wandsworth","07:00:00","2019-05-21",110,28,35
"Barking and Dagenham","08:00:00","2019-05-21",704,16,89
"Bexley","08:00:00","2019-05-21",1274,69,227
"Croydon","08:00:00","2019-05-21",98,0,4
"Ealing","08:00:00","2019-05-21",22,0,1
"Greenwich","08:00:00","2019-05-21",868,35,78
"Haringey","08:00:00","2019-05-21",291,12,47
"Hillingdon","08:00:00","2019-05-21",9741,101,1368
"Lambeth","08:00:00","2019-05-21",20,0,3
"Lewisham","08:00:00","2019-05-21",218,1,31
"Richmond upon Thames","08:00:00","2019-05-21",1096,44,182
"Waltham Forest","08:00:00","2019-05-21",34,0,7
"Wandsworth","08:00:00","2019-05-21",182,27,48
"Barking and Dagenham","09:00:00","2019-05-21",570,24,93
"Bexley","09:00:00","2019-05-21",968,44,213
"Croydon","09:00:00","2019-05-21",45,0,3
"Ealing","09:00:00","2019-05-21",8,0,6
"Greenwich","09:00:00","2019-05-21",676,41,70
"Haringey","09:00:00","2019-05-21",170,9,28
"Hillingdon","09:00:00","2019-05-21",8358,97,1277
"Lambeth","09:00:00","2019-05-21",22,0,3
"Lewisham","09:00:00","2019-05-21",144,0,23
"Richmond upon Thames","09:00:00","2019-05-21",888,38,225
"Waltham Forest","09:00:00","2019-05-21",15,0,4
"Wandsworth","09:00:00","2019-05-21",115,26,38
"Barking and Dagenham","10:00:00","2019-05-21",515,22,80
"Bexley","10:00:00","2019-05-21",942,35,231
"Croydon","10:00:00","2019-05-21",33,0,7
"Ealing","10:00:00","2019-05-21",20,0,3
"Greenwich","10:00:00","2019-05-21",545,36,94
"Haringey","10:00:00","2019-05-21",177,8,40
"Hillingdon","10:00:00","2019-05-21",6802,67,1309
"Lambeth","10:00:00","2019-05-21",22,0,7
"Lewisham","10:00:00","2019-05-21",121,0,22
"Richmond upon Thames","10:00:00","2019-05-21",909,38,187
"Waltham Forest","10:00:00","2019-05-21",10,0,6
"Wandsworth","10:00:00","2019-05-21",110,24,42
"Barking and Dagenham","11:00:00","2019-05-21",539,15,97
"Bexley","11:00:00","2019-05-21",1069,43,219
"Croydon","11:00:00","2019-05-21",41,0,8
"Ealing","11:00:00","2019-05-21",12,0,1
"Greenwich","11:00:00","2019-05-21",592,37,93
"Haringey","11:00:00","2019-05-21",138,9,37
"Hillingdon","11:00:00","2019-05-21",6561,59,1341
"Lambeth","11:00:00","2019-05-21",21,0,7
"Lewisham","11:00:00","2019-05-21",153,0,19
"Richmond upon Thames","11:00:00","2019-05-21",978,41,210
"Waltham Forest","11:00:00","2019-05-21",9,0,4
"Wandsworth","11:00:00","2019-05-21",122,25,44
"Barking and Dagenham","12:00:00","2019-05-21",542,20,85
"Bexley","12:00:00","2019-05-21",1038,41,216
"Croydon","12:00:00","2019-05-21",42,0,4
"Ealing","12:00:00","2019-05-21",9,0,2
"Greenwich","12:00:00","2019-05-21",699,39,103
"Haringey","12:00:00","2019-05-21",164,8,38
"Hillingdon","12:00:00","2019-05-21",6694,76,1437
"Lambeth","12:00:00","2019-05-21",18,0,6
"Lewisham","12:00:00","2019-05-21",149,0,31
"Richmond upon Thames","12:00:00","2019-05-21",963,33,193
"Waltham Forest","12:00:00","2019-05-21",12,0,5
"Wandsworth","12:00:00","2019-05-21",137,23,30
"Barking and Dagenham","13:00:00","2019-05-21",556,19,79
"Bexley","13:00:00","2019-05-21",1029,38,246
"Croydon","13:00:00","2019-05-21",47,0,9
"Ealing","13:00:00","2019-05-21",10,0,3
"Greenwich","13:00:00","2019-05-21",658,38,88
"Haringey","13:00:00","2019-05-21",156,8,37
"Hillingdon","13:00:00","2019-05-21",7007,62,1622
"Lambeth","13:00:00","2019-05-21",16,0,13
"Lewisham","13:00:00","2019-05-21",140,0,21
"Richmond upon Thames","13:00:00","2019-05-21",943,35,224
"Waltham Forest","13:00:00","2019-05-21",20,0,5
"Wandsworth","13:00:00","2019-05-21",121,24,40
"Barking and Dagenham","14:00:00","2019-05-21",563,14,103
"Bexley","14:00:00","2019-05-21",1081,43,202
"Croydon","14:00:00","2019-05-21",59,0,3
"Ealing","14:00:00","2019-05-21",12,0,2
"Greenwich","14:00:00","2019-05-21",622,33,76
"Haringey","14:00:00","2019-05-21",172,9,37
"Hillingdon","14:00:00","2019-05-21",7058,67,1654
"Lambeth","14:00:00","2019-05-21",19,0,3
"Lewisham","14:00:00","2019-05-21",151,3,26
"Richmond upon Thames","14:00:00","2019-05-21",963,33,213
"Waltham Forest","14:00:00","2019-05-21",16,0,4
"Wandsworth","14:00:00","2019-05-21",121,27,38
"Barking and Dagenham","15:00:00","2019-05-21",628,15,96
"Bexley","15:00:00","2019-05-21",1053,47,183
"Croydon","15:00:00","2019-05-21",93,0,11
"Ealing","15:00:00","2019-05-21",20,0,3
"Greenwich","15:00:00","2019-05-21",1019,43,75
"Haringey","15:00:00","2019-05-21",230,8,45
"Hillingdon","15:00:00","2019-05-21",7541,73,1726
"Lambeth","15:00:00","2019-05-21",25,0,5
"Lewisham","15:00:00","2019-05-21",227,0,22
"Richmond upon Thames","15:00:00","2019-05-21",1096,34,232
"Waltham Forest","15:00:00","2019-05-21",26,0,2
"Wandsworth","15:00:00","2019-05-21",126,23,38
"Barking and Dagenham","16:00:00","2019-05-21",640,20,79
"Bexley","16:00:00","2019-05-21",1077,45,237
"Croydon","16:00:00","2019-05-21",60,0,9
"Ealing","16:00:00","2019-05-21",16,0,1
"Greenwich","16:00:00","2019-05-21",814,38,82
"Haringey","16:00:00","2019-05-21",285,11,61
"Hillingdon","16:00:00","2019-05-21",8830,79,1460
"Lambeth","16:00:00","2019-05-21",29,0,6
"Lewisham","16:00:00","2019-05-21",202,0,19
"Richmond upon Thames","16:00:00","2019-05-21",1133,45,187
"Waltham Forest","16:00:00","2019-05-21",39,0,3
"Wandsworth","16:00:00","2019-05-21",171,23,61
"Barking and Dagenham","17:00:00","2019-05-21",705,20,68
"Bexley","17:00:00","2019-05-21",1183,42,165
"Croydon","17:00:00","2019-05-21",59,0,4
"Ealing","17:00:00","2019-05-21",12,0,6
"Greenwich","17:00:00","2019-05-21",916,32,65
"Haringey","17:00:00","2019-05-21",348,9,44
"Hillingdon","17:00:00","2019-05-21",9594,78,1191
"Lambeth","17:00:00","2019-05-21",34,0,3
"Lewisham","17:00:00","2019-05-21",222,0,22
"Richmond upon Thames","17:00:00","2019-05-21",1203,35,97
"Waltham Forest","17:00:00","2019-05-21",23,0,2
"Wandsworth","17:00:00","2019-05-21",164,19,35
"Barking and Dagenham","18:00:00","2019-05-21",681,15,73
"Bexley","18:00:00","2019-05-21",1087,40,149
"Croydon","18:00:00","2019-05-21",48,0,13
"Ealing","18:00:00","2019-05-21",18,0,2
"Greenwich","18:00:00","2019-05-21",813,39,46
"Haringey","18:00:00","2019-05-21",287,8,33
"Hillingdon","18:00:00","2019-05-21",9652,66,966
"Lambeth","18:00:00","2019-05-21",30,0,4
"Lewisham","18:00:00","2019-05-21",233,0,12
"Richmond upon Thames","18:00:00","2019-05-21",1262,35,88
"Waltham Forest","18:00:00","2019-05-21",16,0,5
"Wandsworth","18:00:00","2019-05-21",162,22,9
"Barnet","07:00:00","2019-05-22",536,0,53
"Bromley","07:00:00","2019-05-22",1763,4,524
"Croydon","07:00:00","2019-05-22",34,1,11
"Hackney","07:00:00","2019-05-22",173,1,56
"Hounslow","07:00:00","2019-05-22",152,0,24
"Kingston upon Thames","07:00:00","2019-05-22",6621,33,1846
"Wandsworth","07:00:00","2019-05-22",326,1,51
"Barnet","08:00:00","2019-05-22",815,0,61
"Bromley","08:00:00","2019-05-22",1633,9,434
"Croydon","08:00:00","2019-05-22",67,1,12
"Hackney","08:00:00","2019-05-22",249,4,81
"Hounslow","08:00:00","2019-05-22",320,0,21
"Kingston upon Thames","08:00:00","2019-05-22",6210,41,1144
"Wandsworth","08:00:00","2019-05-22",403,0,75
"Barnet","09:00:00","2019-05-22",442,0,46
"Bromley","09:00:00","2019-05-22",1540,7,360
"Croydon","09:00:00","2019-05-22",43,2,9
"Hackney","09:00:00","2019-05-22",259,0,58
"Hounslow","09:00:00","2019-05-22",150,0,33
"Kingston upon Thames","09:00:00","2019-05-22",5370,35,1151
"Wandsworth","09:00:00","2019-05-22",295,0,93
"Barnet","10:00:00","2019-05-22",343,0,54
"Bromley","10:00:00","2019-05-22",1432,11,345
"Croydon","10:00:00","2019-05-22",33,0,6
"Hackney","10:00:00","2019-05-22",163,0,64
"Hounslow","10:00:00","2019-05-22",68,0,20
"Kingston upon Thames","10:00:00","2019-05-22",4564,39,1037
"Wandsworth","10:00:00","2019-05-22",223,1,82
"Barnet","11:00:00","2019-05-22",367,2,38
"Bromley","11:00:00","2019-05-22",1459,9,414
"Croydon","11:00:00","2019-05-22",49,0,8
"Hackney","11:00:00","2019-05-22",169,0,52
"Hounslow","11:00:00","2019-05-22",84,0,16
"Kingston upon Thames","11:00:00","2019-05-22",4392,25,1107
"Wandsworth","11:00:00","2019-05-22",197,1,83
"Barnet","12:00:00","2019-05-22",428,1,70
"Bromley","12:00:00","2019-05-22",1393,9,311
"Croydon","12:00:00","2019-05-22",36,0,9
"Hackney","12:00:00","2019-05-22",172,0,59
"Hounslow","12:00:00","2019-05-22",97,0,28
"Kingston upon Thames","12:00:00","2019-05-22",4555,24,1106
"Wandsworth","12:00:00","2019-05-22",279,1,65
"Barnet","13:00:00","2019-05-22",391,1,45
"Bromley","13:00:00","2019-05-22",1452,8,389
"Croydon","13:00:00","2019-05-22",38,0,15
"Hackney","13:00:00","2019-05-22",191,0,58
"Hounslow","13:00:00","2019-05-22",79,0,22
"Kingston upon Thames","13:00:00","2019-05-22",4727,28,1231
"Wandsworth","13:00:00","2019-05-22",260,0,85
"Barnet","14:00:00","2019-05-22",422,0,61
"Bromley","14:00:00","2019-05-22",1439,12,429
"Croydon","14:00:00","2019-05-22",55,0,10
"Hackney","14:00:00","2019-05-22",191,0,75
"Hounslow","14:00:00","2019-05-22",109,0,23
"Kingston upon Thames","14:00:00","2019-05-22",4960,33,1294
"Wandsworth","14:00:00","2019-05-22",251,0,81
"Barnet","15:00:00","2019-05-22",747,2,67
"Bromley","15:00:00","2019-05-22",1626,11,470
"Croydon","15:00:00","2019-05-22",85,0,18
"Hackney","15:00:00","2019-05-22",236,0,83
"Hounslow","15:00:00","2019-05-22",211,0,33
"Kingston upon Thames","15:00:00","2019-05-22",5921,29,1513
"Wandsworth","15:00:00","2019-05-22",314,0,77
"Barnet","16:00:00","2019-05-22",706,0,83
"Bromley","16:00:00","2019-05-22",1964,11,630
"Croydon","16:00:00","2019-05-22",66,4,11
"Hackney","16:00:00","2019-05-22",275,0,116
"Hounslow","16:00:00","2019-05-22",164,0,37
"Kingston upon Thames","16:00:00","2019-05-22",6648,32,1593
"Wandsworth","16:00:00","2019-05-22",405,0,70
"Barnet","17:00:00","2019-05-22",793,1,74
"Bromley","17:00:00","2019-05-22",2210,7,487
"Croydon","17:00:00","2019-05-22",62,0,6
"Hackney","17:00:00","2019-05-22",271,1,92
"Hounslow","17:00:00","2019-05-22",209,0,38
"Kingston upon Thames","17:00:00","2019-05-22",8063,42,1322
"Wandsworth","17:00:00","2019-05-22",226,2,28
"Barnet","18:00:00","2019-05-22",687,1,53
"Bromley","18:00:00","2019-05-22",2122,9,245
"Croydon","18:00:00","2019-05-22",51,0,11
"Hackney","18:00:00","2019-05-22",262,0,66
"Hounslow","18:00:00","2019-05-22",172,0,19
"Kingston upon Thames","18:00:00","2019-05-22",6033,45,638
"Wandsworth","18:00:00","2019-05-22",325,2,21
"Barnet","07:00:00","2019-05-23",1208,15,344
"Bexley","07:00:00","2019-05-23",610,2,129
"Bromley","07:00:00","2019-05-23",697,9,165
"Enfield","07:00:00","2019-05-23",352,1,88
"Greenwich","07:00:00","2019-05-23",21,0,1
"Harrow","07:00:00","2019-05-23",95,0,15
"Hillingdon","07:00:00","2019-05-23",1729,17,279
"Kensington and Chelsea","07:00:00","2019-05-23",580,30,354
"Newham","07:00:00","2019-05-23",28,0,2
"Westminster","07:00:00","2019-05-23",229,6,45
"Barnet","08:00:00","2019-05-23",872,13,186
"Bexley","08:00:00","2019-05-23",734,5,85
"Bromley","08:00:00","2019-05-23",662,12,144
"Enfield","08:00:00","2019-05-23",495,1,47
"Greenwich","08:00:00","2019-05-23",34,0,7
"Harrow","08:00:00","2019-05-23",169,2,13
"Hillingdon","08:00:00","2019-05-23",1757,21,226
"Kensington and Chelsea","08:00:00","2019-05-23",617,23,307
"Newham","08:00:00","2019-05-23",102,0,14
"Westminster","08:00:00","2019-05-23",251,8,47
"Barnet","09:00:00","2019-05-23",851,19,201
"Bexley","09:00:00","2019-05-23",464,0,80
"Bromley","09:00:00","2019-05-23",536,8,102
"Enfield","09:00:00","2019-05-23",291,0,47
"Greenwich","09:00:00","2019-05-23",22,0,2
"Harrow","09:00:00","2019-05-23",74,0,19
"Hillingdon","09:00:00","2019-05-23",1649,23,255
"Kensington and Chelsea","09:00:00","2019-05-23",656,26,210
"Newham","09:00:00","2019-05-23",54,1,4
"Westminster","09:00:00","2019-05-23",242,4,97
"Barnet","10:00:00","2019-05-23",724,11,196
"Bexley","10:00:00","2019-05-23",343,0,55
"Bromley","10:00:00","2019-05-23",459,9,87
"Enfield","10:00:00","2019-05-23",337,0,54
"Greenwich","10:00:00","2019-05-23",14,0,1
"Harrow","10:00:00","2019-05-23",76,0,16
"Hillingdon","10:00:00","2019-05-23",1338,8,210
"Kensington and Chelsea","10:00:00","2019-05-23",554,32,241
"Newham","10:00:00","2019-05-23",33,1,11
"Westminster","10:00:00","2019-05-23",316,6,94
"Barnet","11:00:00","2019-05-23",904,10,186
"Bexley","11:00:00","2019-05-23",407,2,64
"Bromley","11:00:00","2019-05-23",512,9,87
"Enfield","11:00:00","2019-05-23",426,0,47
"Greenwich","11:00:00","2019-05-23",22,0,0
"Harrow","11:00:00","2019-05-23",78,0,14
"Hillingdon","11:00:00","2019-05-23",1266,9,233
"Kensington and Chelsea","11:00:00","2019-05-23",555,22,288
"Newham","11:00:00","2019-05-23",47,0,8
"Westminster","11:00:00","2019-05-23",371,4,75
"Barnet","12:00:00","2019-05-23",885,8,201
"Bexley","12:00:00","2019-05-23",453,0,77
"Bromley","12:00:00","2019-05-23",525,12,76
"Enfield","12:00:00","2019-05-23",447,1,81
"Greenwich","12:00:00","2019-05-23",13,0,3
"Harrow","12:00:00","2019-05-23",95,0,19
"Hillingdon","12:00:00","2019-05-23",1437,12,243
"Kensington and Chelsea","12:00:00","2019-05-23",599,28,173
"Newham","12:00:00","2019-05-23",30,0,9
"Westminster","12:00:00","2019-05-23",255,4,96
"Barnet","13:00:00","2019-05-23",853,9,186
"Bexley","13:00:00","2019-05-23",393,0,54
"Bromley","13:00:00","2019-05-23",443,8,75
"Enfield","13:00:00","2019-05-23",428,1,88
"Greenwich","13:00:00","2019-05-23",21,0,3
"Harrow","13:00:00","2019-05-23",68,0,9
"Hillingdon","13:00:00","2019-05-23",1237,16,217
"Kensington and Chelsea","13:00:00","2019-05-23",592,28,254
"Newham","13:00:00","2019-05-23",36,0,11
"Westminster","13:00:00","2019-05-23",332,7,95
"Barnet","14:00:00","2019-05-23",731,22,151
"Bexley","14:00:00","2019-05-23",453,2,84
"Bromley","14:00:00","2019-05-23",529,7,105
"Enfield","14:00:00","2019-05-23",556,1,100
"Greenwich","14:00:00","2019-05-23",29,0,2
"Harrow","14:00:00","2019-05-23",84,0,5
"Hillingdon","14:00:00","2019-05-23",1431,19,254
"Kensington and Chelsea","14:00:00","2019-05-23",625,21,276
"Newham","14:00:00","2019-05-23",86,0,13
"Westminster","14:00:00","2019-05-23",314,8,58
"Barnet","15:00:00","2019-05-23",789,19,194
"Bexley","15:00:00","2019-05-23",480,3,70
"Bromley","15:00:00","2019-05-23",667,11,139
"Enfield","15:00:00","2019-05-23",508,0,80
"Greenwich","15:00:00","2019-05-23",34,0,6
"Harrow","15:00:00","2019-05-23",146,0,16
"Hillingdon","15:00:00","2019-05-23",1572,28,246
"Kensington and Chelsea","15:00:00","2019-05-23",684,24,222
"Newham","15:00:00","2019-05-23",109,0,11
"Westminster","15:00:00","2019-05-23",416,7,81
"Barnet","16:00:00","2019-05-23",753,10,167
"Bexley","16:00:00","2019-05-23",529,1,88
"Bromley","16:00:00","2019-05-23",658,6,132
"Enfield","16:00:00","2019-05-23",542,0,73
"Greenwich","16:00:00","2019-05-23",30,0,1
"Harrow","16:00:00","2019-05-23",140,0,19
"Hillingdon","16:00:00","2019-05-23",1725,14,252
"Kensington and Chelsea","16:00:00","2019-05-23",734,29,246
"Newham","16:00:00","2019-05-23",72,0,10
"Westminster","16:00:00","2019-05-23",406,7,118
"Barnet","17:00:00","2019-05-23",892,6,167
"Bexley","17:00:00","2019-05-23",643,1,87
"Bromley","17:00:00","2019-05-23",689,6,98
"Enfield","17:00:00","2019-05-23",639,2,63
"Greenwich","17:00:00","2019-05-23",24,0,6
"Harrow","17:00:00","2019-05-23",127,0,19
"Hillingdon","17:00:00","2019-05-23",1834,11,211
"Kensington and Chelsea","17:00:00","2019-05-23",727,22,139
"Newham","17:00:00","2019-05-23",68,0,3
"Westminster","17:00:00","2019-05-23",461,5,62
"Barnet","18:00:00","2019-05-23",1024,11,131
"Bexley","18:00:00","2019-05-23",540,0,60
"Bromley","18:00:00","2019-05-23",703,8,57
"Enfield","18:00:00","2019-05-23",387,0,35
"Greenwich","18:00:00","2019-05-23",27,0,2
"Harrow","18:00:00","2019-05-23",154,0,13
"Hillingdon","18:00:00","2019-05-23",1790,14,151
"Kensington and Chelsea","18:00:00","2019-05-23",788,29,130
"Newham","18:00:00","2019-05-23",71,1,6
"Westminster","18:00:00","2019-05-23",449,6,43
"Barnet","07:00:00","2019-05-24",115,0,11
"Haringey","07:00:00","2019-05-24",1103,43,470
"Havering","07:00:00","2019-05-24",324,0,73
"Hillingdon","07:00:00","2019-05-24",155,0,14
"Lewisham","07:00:00","2019-05-24",2281,58,783
"Redbridge","07:00:00","2019-05-24",3809,63,1448
"Southwark","07:00:00","2019-05-24",303,24,99
"Barnet","08:00:00","2019-05-24",213,0,8
"Haringey","08:00:00","2019-05-24",1285,49,330
"Havering","08:00:00","2019-05-24",463,0,46
"Hillingdon","08:00:00","2019-05-24",284,1,23
"Lewisham","08:00:00","2019-05-24",2690,50,687
"Redbridge","08:00:00","2019-05-24",4194,49,1119
"Southwark","08:00:00","2019-05-24",350,22,99
"Barnet","09:00:00","2019-05-24",99,0,13
"Haringey","09:00:00","2019-05-24",1213,49,411
"Havering","09:00:00","2019-05-24",308,0,29
"Hillingdon","09:00:00","2019-05-24",150,1,14
"Lewisham","09:00:00","2019-05-24",2363,57,753
"Redbridge","09:00:00","2019-05-24",3802,71,1087
"Southwark","09:00:00","2019-05-24",340,23,78
"Barnet","10:00:00","2019-05-24",95,0,13
"Haringey","10:00:00","2019-05-24",1244,47,427
"Havering","10:00:00","2019-05-24",220,0,31
"Hillingdon","10:00:00","2019-05-24",138,0,19
"Lewisham","10:00:00","2019-05-24",2482,66,799
"Redbridge","10:00:00","2019-05-24",3711,62,1156
"Southwark","10:00:00","2019-05-24",316,25,114
"Barnet","11:00:00","2019-05-24",99,2,14
"Haringey","11:00:00","2019-05-24",1229,41,341
"Havering","11:00:00","2019-05-24",234,0,37
"Hillingdon","11:00:00","2019-05-24",120,0,12
"Lewisham","11:00:00","2019-05-24",2299,56,844
"Redbridge","11:00:00","2019-05-24",3912,54,1214
"Southwark","11:00:00","2019-05-24",334,22,75
"Barnet","12:00:00","2019-05-24",97,0,8
"Haringey","12:00:00","2019-05-24",1338,44,382
"Havering","12:00:00","2019-05-24",257,0,25
"Hillingdon","12:00:00","2019-05-24",150,0,16
"Lewisham","12:00:00","2019-05-24",2471,54,784
"Redbridge","12:00:00","2019-05-24",4142,48,1206
"Southwark","12:00:00","2019-05-24",383,24,90
"Barnet","13:00:00","2019-05-24",80,0,8
"Haringey","13:00:00","2019-05-24",1239,45,281
"Havering","13:00:00","2019-05-24",257,0,23
"Hillingdon","13:00:00","2019-05-24",147,1,12
"Lewisham","13:00:00","2019-05-24",2361,62,719
"Redbridge","13:00:00","2019-05-24",4377,57,1256
"Southwark","13:00:00","2019-05-24",366,21,81
"Barnet","14:00:00","2019-05-24",70,0,9
"Haringey","14:00:00","2019-05-24",1289,43,363
"Havering","14:00:00","2019-05-24",299,0,40
"Hillingdon","14:00:00","2019-05-24",189,0,19
"Lewisham","14:00:00","2019-05-24",2596,62,796
"Redbridge","14:00:00","2019-05-24",4524,61,1266
"Southwark","14:00:00","2019-05-24",396,23,72
"Barnet","15:00:00","2019-05-24",168,0,6
"Haringey","15:00:00","2019-05-24",1337,52,323
"Havering","15:00:00","2019-05-24",393,0,41
"Hillingdon","15:00:00","2019-05-24",231,0,31
"Lewisham","15:00:00","2019-05-24",2699,60,885
"Redbridge","15:00:00","2019-05-24",4782,69,1355
"Southwark","15:00:00","2019-05-24",403,29,82
"Barnet","16:00:00","2019-05-24",123,0,6
"Haringey","16:00:00","2019-05-24",1467,42,286
"Havering","16:00:00","2019-05-24",464,0,81
"Hillingdon","16:00:00","2019-05-24",235,1,31
"Lewisham","16:00:00","2019-05-24",2939,55,637
"Redbridge","16:00:00","2019-05-24",4919,57,1155
"Southwark","16:00:00","2019-05-24",454,27,92
"Barnet","17:00:00","2019-05-24",111,0,6
"Haringey","17:00:00","2019-05-24",1650,43,300
"Havering","17:00:00","2019-05-24",427,0,56
"Hillingdon","17:00:00","2019-05-24",210,0,14
"Lewisham","17:00:00","2019-05-24",2985,50,566
"Redbridge","17:00:00","2019-05-24",4915,53,947
"Southwark","17:00:00","2019-05-24",394,28,43
"Barnet","18:00:00","2019-05-24",112,0,9
"Haringey","18:00:00","2019-05-24",1532,38,197
"Havering","18:00:00","2019-05-24",384,0,26
"Hillingdon","18:00:00","2019-05-24",181,0,4
"Lewisham","18:00:00","2019-05-24",2832,70,446
"Redbridge","18:00:00","2019-05-24",5134,46,723
"Southwark","18:00:00","2019-05-24",378,23,70
"Barnet","07:00:00","2019-06-03",535,15,145
"Greenwich","07:00:00","2019-06-03",18,0,4
"Hammersmith and Fulham","07:00:00","2019-06-03",82,0,17
"Hounslow","07:00:00","2019-06-03",223,0,25
"Islington","07:00:00","2019-06-03",187,0,75
"Newham","07:00:00","2019-06-03",399,44,71
"Redbridge","07:00:00","2019-06-03",3169,32,1305
"Richmond upon Thames","07:00:00","2019-06-03",17,0,1
"Barnet","08:00:00","2019-06-03",530,12,80
"Greenwich","08:00:00","2019-06-03",19,0,7
"Hammersmith and Fulham","08:00:00","2019-06-03",132,1,20
"Hounslow","08:00:00","2019-06-03",283,0,24
"Islington","08:00:00","2019-06-03",281,5,95
"Newham","08:00:00","2019-06-03",565,38,81
"Redbridge","08:00:00","2019-06-03",3280,24,915
"Richmond upon Thames","08:00:00","2019-06-03",22,0,4
"Barnet","09:00:00","2019-06-03",397,11,75
"Greenwich","09:00:00","2019-06-03",12,0,2
"Hammersmith and Fulham","09:00:00","2019-06-03",109,0,18
"Hounslow","09:00:00","2019-06-03",222,0,25
"Islington","09:00:00","2019-06-03",273,3,118
"Newham","09:00:00","2019-06-03",454,41,99
"Redbridge","09:00:00","2019-06-03",2879,35,990
"Richmond upon Thames","09:00:00","2019-06-03",23,0,2
