   Date   , 01:00, 02:00, 03:00, 04:00, 05:00, 06:00, 07:00, 08:00, 09:00, 10:00, 11:00, 12:00, 13:00, 14:00, 15:00, 16:00, 17:00, 18:00, 19:00, 20:00, 21:00, 22:00, 23:00, 24:00
01-01-2019,15.849, 8.726, 4.859, 5.071, 5.212, 5.708, 5.943, 5.826, 5.873, 5.778, 5.590, 4.552, 4.080, 3.939, 4.269, 5.590, 6.109, 7.642, 8.491, 7.005, 5.967, 5.118, 6.014, 6.014
02-01-2019, 5.684, 6.061, 6.368, 6.439, 6.250, 6.486, 6.109, 6.533, 6.604, 6.580, 6.675, 6.675, 6.486, 5.967, 6.061, 6.651, 5.542, 7.594, 7.712, 7.972, 9.033, 8.184, 8.396, 7.807
03-01-2019, 7.571, 7.005, 5.637, 5.283, 5.708, 5.259, 5.071, 4.670, 3.844, 4.505, 4.670, 4.505, 3.797, 3.302, 2.901, 7.783, 9.104,10.543,11.274,14.458,17.217,19.906,19.316,16.226
04-01-2019,15.212,13.019,12.807,15.118,16.109,18.656,21.085,22.099,25.519,29.316,26.156,19.245,15.094,15.613,14.316,13.326,14.835,17.689,25.118,28.396,28.184,28.774,30.094,30.684
05-01-2019,30.212,29.293,28.514,27.217,25.543,25.755,24.010,21.934,20.307,20.613,20.613,14.528,12.665,13.066,13.420,13.349,13.679,16.675,19.151,18.797,19.646,20.472,20.118,25.330
06-01-2019,23.090,21.934,20.212,18.113,17.736,17.925,18.160,17.712,17.005,15.943,14.505,12.076, 8.986, 8.656, 9.599,10.259,10.943,12.995,14.623,17.547,15.778,15.425,15.943,15.094
07-01-2019,14.693,13.467,11.274, 7.665, 7.854, 9.646, 9.976, 9.458, 9.811,10.731, 9.835, 9.670,11.344, 8.184, 5.873, 4.670, 5.613, 7.594, 7.382, 6.934, 6.627, 5.826, 4.481, 4.693
08-01-2019, 5.590, 5.024, 4.859, 5.047, 4.929, 4.764, 4.623, 4.835, 5.637, 8.019, 9.599,10.401, 9.033, 7.995, 7.689, 7.901, 9.363,11.486,12.382,13.208,12.995,12.689,12.547,11.840
09-01-2019, 9.646, 8.396, 7.193, 5.613, 5.094, 5.259, 4.976, 5.259, 6.651, 6.038, 5.778, 5.283, 5.495, 5.519, 5.590, 5.613, 5.519, 7.028, 8.326, 9.623,10.330,10.967,11.250,11.179
10-01-2019,12.052,13.349,14.835,15.613,16.769,20.590,24.670,26.627,25.024,25.849,26.793,24.977,21.156,20.943,17.382,18.278,21.227,21.981,23.043,23.538,23.632,24.033,25.024,21.179
11-01-2019,11.392,10.543,12.807,14.599,15.849,16.769,16.061,15.472,14.528,14.245,13.915,13.703,13.703,14.552,13.703,15.165,14.505,12.925,10.802,10.071, 8.892, 9.458, 9.788, 9.151
12-01-2019, 8.349, 6.604, 5.354, 4.788, 4.198, 4.552, 4.434, 4.434, 4.646, 4.033, 4.741, 5.000, 4.340, 3.231, 2.877, 7.618, 5.425, 3.679, 3.231, 3.160, 3.349, 3.467, 3.349, 3.349
13-01-2019, 3.325, 2.948, 2.618, 2.359, 2.193, 2.854, 5.731, 5.094, 4.080, 5.425, 4.599, 3.302, 3.184, 3.113, 4.033, 4.292, 3.986, 3.042, 2.995, 2.547, 3.939, 4.316, 4.717, 4.976
14-01-2019, 5.212, 5.189, 5.330, 5.495, 5.472, 5.401, 5.354, 5.236, 5.307, 5.542, 5.967, 6.226, 6.462, 6.344, 5.943, 7.500, 7.807, 8.939, 8.255, 9.316, 8.726, 9.717, 9.552,10.189
15-01-2019, 8.396, 7.264, 6.958, 6.533, 6.368, 6.038, 6.014, 6.132, 6.132, 5.755, 4.575, 4.009, 3.420, 2.736, 3.090, 3.255, 3.255, 3.892, 3.491, 4.175, 3.844, 3.278, 3.231, 3.066
16-01-2019, 2.524, 2.123, 2.288, 3.160, 3.609, 2.170, 2.288, 2.170, 2.193, 3.609, 4.410, 5.920, 6.627, 5.047, 3.302, 3.042, 1.085, 2.170, 2.075, 2.807, 4.906, 7.288, 8.373, 9.599
17-01-2019, 9.670, 8.656, 8.302, 9.528, 8.278, 7.406, 7.217, 5.094, 2.642, 1.934, 2.123, 2.311, 2.689, 2.807, 3.019, 3.255, 4.340, 4.670, 4.788, 5.495, 7.807, 8.349, 7.359, 8.538
18-01-2019, 9.670,11.486,12.476,12.028,12.429,11.368,10.094, 9.811, 7.311, 8.373, 7.948, 8.797, 7.382, 5.873, 4.387, 5.354, 4.198, 5.425, 8.090,10.425,10.024, 9.882, 9.505, 8.797
19-01-2019, 7.759, 7.948, 8.066, 7.783, 8.373, 9.316,10.236, 9.953,10.354,11.250,12.264,12.594,12.877,13.090,14.481,15.024,16.392,17.547,16.557,11.698,12.241,16.109,17.642,19.198
20-01-2019,19.198,18.939,19.646,20.660,21.085,17.925,19.717,20.991,21.745,21.887,21.274,18.090,14.481,15.425,15.778,15.543,19.293,21.910,26.014,30.637,34.505,37.241,34.316,34.741
21-01-2019,34.953,32.311,33.514,32.689,32.712,35.236,35.920,37.217,38.774,44.222,41.227,40.566,38.585,29.411,20.236, 8.750,16.368,18.113,22.052,24.269,21.038,16.226,14.434,16.250
22-01-2019,14.033,10.236, 3.797, 0.873, 1.722, 2.689, 3.585, 4.599, 5.448, 6.132, 6.014, 5.849, 4.953, 4.788, 4.764, 4.434, 2.241, 4.363, 6.958, 8.868,10.896, 9.741,11.793, 9.953
23-01-2019, 8.113, 7.099, 8.302, 7.689, 7.571, 8.231,10.943,12.217,11.816,12.099,10.731,11.840,11.203,10.873,10.212,10.519,11.793,13.750,10.967,13.986,17.854,19.929,20.920,28.797
24-01-2019,26.085,21.627,21.863,22.995,24.293,24.010,23.868,23.892,22.264,20.401,18.844,20.425,19.340,19.033,19.929,22.594,22.642,27.217,27.760,25.566,30.377,26.557,23.019,22.901
25-01-2019,19.198,20.071,20.590,20.873,21.604,21.486,18.585,16.722,15.920,17.571,19.127,14.151,11.392, 4.387, 4.080, 3.939, 4.670, 5.590, 6.415, 8.326, 8.019, 6.698, 7.712, 7.642
26-01-2019,10.212,11.486,11.557, 9.198, 5.731, 1.981, 1.156, 1.061, 1.250, 1.462, 1.368, 1.156, 1.745, 1.910, 1.698, 2.052, 2.571, 2.665, 2.476, 2.877, 4.222, 6.179, 7.146, 7.264
27-01-2019, 6.321, 5.283, 4.410, 3.632, 2.311, 1.415, 1.203, 0.448, 1.509, 2.712, 3.915, 5.047, 5.943, 6.156, 7.052, 7.382, 7.264, 7.288, 7.193, 6.792, 6.462, 6.722, 9.481,51.132
28-01-2019,20.071, 5.684, 5.000, 4.835, 4.575, 3.750, 4.127, 3.208, 3.821, 3.915, 3.538, 3.703, 3.491, 3.042, 2.736, 2.406, 2.854, 4.340, 6.627, 8.632,11.580,12.311,11.392,13.514
29-01-2019,13.915,12.429,10.731, 8.703, 7.193, 5.755, 4.741, 5.142, 6.533, 8.703, 8.514, 8.703, 5.142, 5.165, 6.580, 5.826, 4.552, 4.764, 5.519, 5.000, 4.882, 6.910, 5.778, 9.717
30-01-2019, 9.646, 6.085, 3.939, 2.925, 2.759, 3.208, 4.151, 4.198, 4.859, 6.085, 6.038, 6.250, 6.132, 4.481, 4.316, 4.104, 4.859, 4.434, 8.113,10.802,14.528,17.618,23.302,20.142
31-01-2019,19.340,20.660,23.986,24.033,24.010,24.127,23.844,25.708,26.014,24.387,18.066,14.976,12.759,10.425, 8.703, 6.745, 6.486, 6.675,13.703,15.613,14.057,13.561,11.958,11.934
01-02-2019,11.014, 8.019, 6.745, 4.363, 4.835, 5.755, 5.495, 7.193, 8.844,11.462,12.170,12.052,12.830, 8.373, 6.604, 6.439, 8.491,10.991,10.778,12.264,12.005,10.896,12.618,11.179
02-02-2019,12.524,12.877,13.491,13.514,13.609,12.028,14.670,14.481,12.689,12.170,11.604,10.000, 8.491, 7.925, 7.948, 6.462, 6.321, 6.840, 8.278, 9.929,11.863, 9.859, 9.623, 8.561
03-02-2019, 7.028, 6.250, 7.170, 7.028, 8.844,11.132,11.958,10.543, 9.882, 8.208, 7.925, 9.882, 7.382, 4.316, 3.939, 3.915, 5.495, 6.651, 6.981, 7.005, 7.028, 6.250, 5.755, 5.189
04-02-2019, 4.528, 4.198, 4.505, 4.693, 4.458, 4.481, 3.090, 1.910, 1.816, 1.745, 1.226, 1.250, 1.486, 1.981, 2.524, 4.387, 5.401, 8.467, 8.986,12.642,15.472,16.132,14.127,12.547
05-02-2019,13.679,17.028,20.330,12.170,12.524,13.962,12.547, 8.160, 9.057, 9.505, 6.557, 4.458, 4.505, 6.392, 7.642, 6.675, 6.792, 8.278,10.354, 7.689, 5.684, 3.821, 3.443, 2.759
