   Date   , 01:00, 02:00, 03:00, 04:00, 05:00, 06:00, 07:00, 08:00, 09:00, 10:00, 11:00, 12:00, 13:00, 14:00, 15:00, 16:00, 17:00, 18:00, 19:00, 20:00, 21:00, 22:00, 23:00, 24:00
01-01-2018, 8.892, 4.363, 3.137, 1.792, 2.146, 2.618, 4.575, 6.109, 7.052, 8.373, 9.151, 7.948, 6.297, 5.259, 1.981, 2.736, 3.420, 4.175, 5.307, 3.750, 3.325, 2.948, 3.184, 3.160
02-01-2018, 3.585, 3.443, 3.774, 5.259, 5.943, 6.604, 7.241, 8.042, 8.420, 8.939, 9.057, 8.679, 6.509, 2.524, 1.274, 2.830, 8.561,15.118,19.080,17.217,17.877, 9.717, 2.146, 1.462
03-01-2018, 3.538, 7.311, 4.599, 4.363, 8.679, 5.448, 6.061, 6.297, 7.288, 6.698, 8.491,10.377,10.920,10.755,11.156,13.137,14.528,15.024,14.717,15.118,16.651,16.085,16.722,16.061
04-01-2018,14.009, 8.208, 5.826, 4.741, 4.788, 4.623, 3.656, 3.420, 3.349, 3.585, 3.514, 8.750,14.033,11.462, 6.038, 4.575, 2.665, 2.429, 2.948, 4.410, 4.646, 5.212, 4.693, 3.561
05-01-2018, 3.656, 4.410, 4.599, 3.821, 3.561, 4.104, 5.660, 7.830, 8.726, 3.325, 3.491, 4.670, 3.750, 2.028, 1.981, 1.698, 2.524, 3.302, 4.599, 7.830,14.222,14.835,17.429,17.830
06-01-2018,17.524,14.717, 9.175,11.627,12.146,14.245,19.222,20.684,17.618,13.962,13.844,11.910,12.972,12.712, 9.859, 7.877, 4.693, 5.094, 5.472, 5.849, 6.321, 6.486, 6.910, 6.934
07-01-2018, 6.250, 5.637, 5.212, 4.717, 4.009, 3.420, 3.208, 2.948, 3.609, 4.387, 4.929, 4.788, 5.142, 4.623, 4.764, 4.859, 5.236, 5.943, 6.722, 7.099, 7.689, 6.887, 6.816, 6.934
08-01-2018, 6.910, 6.580, 6.627, 7.146, 7.712, 7.476, 8.632,10.377,12.264,13.019,12.241,12.665,13.491,13.679,13.585,14.481,14.198,14.245,14.552,15.212,17.052,19.505,22.123,23.868
09-01-2018,23.774,22.594,21.510,21.816,21.981,23.326,24.033,23.703,22.807,23.632,21.698,24.599,25.401,25.495,25.401,27.076,25.944,22.642,23.302,23.727,22.193,18.231,17.170,19.410
10-01-2018,15.307,10.920,10.590, 9.552, 6.486, 4.481, 2.146, 2.524, 5.637, 6.297, 7.311, 7.571, 8.231, 7.995, 8.373, 6.887, 8.962,11.627,13.656,16.604,28.420,20.778,32.642,22.736
