   Date   , 01:00, 02:00, 03:00, 04:00, 05:00, 06:00, 07:00, 08:00, 09:00, 10:00, 11:00, 12:00, 13:00, 14:00, 15:00, 16:00, 17:00, 18:00, 19:00, 20:00, 21:00, 22:00, 23:00, 24:00
01-01-2022,12.427,10.226, 9.661, 9.232, 7.719, 5.967, 6.396, 6.135, 5.787, 6.255, 6.359, 7.108, 8.378, 8.970, 9.649, 9.706,11.630,10.908,10.870,11.538,11.283,11.880,10.557, 9.907
02-01-2022, 5.512, 4.375, 4.677, 4.308, 3.226, 3.325, 2.084, 1.816, 2.000, 1.782, 1.496, 1.546, 1.900, 3.011, 3.854, 2.307, 2.261, 2.237, 2.553, 2.834, 2.971, 4.090, 5.387, 6.912
03-01-2022, 6.980, 6.827, 6.272, 5.912, 5.751, 5.996, 7.003, 8.199, 7.831, 4.830, 2.931, 3.189, 4.033, 3.999, 3.934, 4.580, 5.044, 6.211, 7.090, 6.917, 6.762, 6.677, 6.636, 6.163
04-01-2022, 5.659, 5.702, 5.604, 5.582, 4.935, 5.360, 5.180, 5.348, 4.328, 2.407, 0.753, 1.074, 1.842, 2.129, 3.139, 3.033, 3.537, 4.871, 5.094, 5.873, 5.855, 4.961, 3.628, 3.505
05-01-2022, 3.651, 3.521, 3.055, 3.273, 3.662, 4.015, 3.831, 4.198, 4.263, 4.606, 4.721, 5.608,      ,      , 4.305, 5.029, 6.365,25.514, 7.724, 9.920,15.729,16.418, 9.953, 9.384
06-01-2022, 9.471, 9.565,10.061,16.340,13.910,10.189, 9.934, 9.619, 9.924,10.247,14.958,10.273,10.255, 7.872, 5.115, 4.600, 3.994, 4.313, 3.752, 2.075, 1.667, 2.172, 2.837, 3.362
07-01-2022, 1.715, 2.010, 2.734, 3.085, 2.527, 1.647, 1.478, 1.664, 2.140, 2.108, 2.084, 2.578, 2.967, 3.296, 3.461, 3.499, 1.563, 1.297, 3.034, 4.858, 5.206, 8.505, 5.533, 5.664
08-01-2022, 7.430, 7.469, 5.778, 5.857, 4.783, 3.890, 3.969, 4.846, 5.634, 5.867, 4.283, 2.319, 1.513, 1.173, 1.336, 2.858, 4.988, 5.241, 6.895, 7.467, 4.103, 3.875, 3.931, 3.928
09-01-2022, 4.031, 4.150, 4.106, 4.135, 4.380, 4.294, 4.510, 4.785, 4.621, 5.217, 4.675, 4.658, 4.610, 4.516, 4.508, 5.369, 6.943, 8.113, 9.663,12.293,13.139,14.078,13.344,15.510
10-01-2022,14.361,14.939,15.344,15.472,14.330,13.033,13.019,13.712,15.816,11.351,10.998,11.342,12.583,14.880,13.634,11.396,11.493,11.663,11.017,10.234, 9.227, 8.756, 7.838, 6.025
11-01-2022, 6.730,10.505, 8.738, 5.146, 4.655, 4.194, 4.394, 3.596, 3.317, 4.307, 5.806, 6.173, 4.500, 5.553, 7.191, 5.267, 6.809, 4.864, 7.608, 9.413, 9.847,10.413,10.394,10.910
12-01-2022,12.304,12.738,11.696,10.012, 8.869, 9.482, 7.099, 7.619, 9.093,10.719,12.283,13.736,14.215,14.314,15.601,13.413,13.561,15.158,16.283,15.568,13.693,14.627,16.234,13.328
13-01-2022,14.623,15.314,15.731,15.179,13.842,12.913,11.915,12.679,15.109,16.984,17.955,19.142,16.257,14.936,12.370,15.076,16.512,14.427,14.901,15.252,16.375,19.543,22.234,24.342
14-01-2022,26.326,26.179,25.460,28.460,29.392,28.083,26.234,26.531,24.260,21.262,21.500,24.538,31.462,22.486,24.071,26.059,28.057,32.670,42.076,40.224,40.234,34.125,34.234,37.465
15-01-2022,32.611,27.870,23.899,20.816,22.566,18.972,15.163,15.050,13.679,12.781,15.295,19.767,25.533,24.205,23.986,24.877,25.408,26.002,25.797,27.304,30.375,29.231,29.868,31.444
16-01-2022,30.642,28.481,23.561,23.033,20.375,18.493,21.127,17.375,15.217,13.783,10.599, 9.526,12.670,13.250, 8.499, 8.939,10.927,14.594,14.184,14.781,11.583, 8.678, 9.198, 9.312
17-01-2022, 8.347, 6.682, 5.771, 5.331, 5.727, 6.247, 6.342, 6.391, 8.718, 8.521, 8.350, 9.542,10.663,12.255,10.708,10.946,10.420,12.238,12.057,16.587,20.811,22.399,21.524,23.175
18-01-2022,21.455,22.125,25.477,24.248,21.172,19.385,19.392,20.064,21.708,26.024,29.778,17.323,18.274,18.637,15.691,22.156,21.054,21.290,17.693,15.222,17.151,23.304,21.826,20.179
19-01-2022,17.550,19.149,16.120,12.686, 8.989, 8.159, 8.704, 8.924,10.866,10.401,10.090, 8.573, 8.081, 7.484, 5.724, 5.113, 5.776, 7.340, 7.672, 6.493, 6.599, 7.201, 6.921, 7.248
20-01-2022, 7.186, 7.368, 7.885, 7.380, 6.955, 6.462, 5.908, 5.846, 5.689, 6.112, 6.695, 6.428, 6.108, 5.373, 4.908, 5.456, 5.679, 7.286, 8.931, 8.164, 7.075, 7.020, 6.538, 6.665
21-01-2022, 6.150, 6.040, 6.267, 6.526, 6.588, 7.217, 8.621,10.181,11.967,13.215,16.495,12.512,10.951, 9.995, 9.991, 9.616, 9.738,10.597,10.566,10.609,10.160,11.363,10.962, 9.795
22-01-2022,10.524,10.085, 8.837, 8.164,11.063, 6.866, 6.584, 7.195, 6.939, 8.598, 9.377,10.174,10.790,11.210,10.248, 9.518, 9.750,11.531,12.984,15.066,16.215,16.981,13.967,11.248
23-01-2022, 8.907, 9.046,10.017,10.528,11.592,14.241,15.297,15.160,15.137,15.236,15.965,14.757,14.948,14.493,15.314,16.099,16.243,16.375,14.462,14.425,15.007,15.830,12.540,12.139
24-01-2022,13.351,13.495,13.080,14.512,15.705,15.215,16.377,17.078,18.101,18.818,18.934,17.918,17.837,18.568,19.788,19.613,21.031,22.880,25.132,26.142,27.243,27.969,28.576,26.087
25-01-2022,24.689,23.545,23.186,23.394,23.080,22.557,22.045,23.319,24.139,22.590,21.887,20.439,20.785,18.578,18.656,24.196,31.102,26.257,17.139,17.462,18.616,20.830,22.693,24.113
26-01-2022,24.321,24.321,24.467,24.304,23.375,21.842,22.432,20.418,18.309,      ,      ,19.965,17.045,14.500,16.969,16.885,16.418,16.505,15.908,14.644,15.533,18.125,17.175,15.804
27-01-2022,13.882,13.696,11.976, 9.919, 8.704, 7.570, 6.915, 4.776, 3.702, 4.029, 8.655, 4.741, 3.979, 4.425, 3.811, 4.519, 7.123, 7.084, 6.064, 5.432, 6.494, 7.533, 8.122, 8.634
28-01-2022, 7.391, 7.771, 8.360, 8.671, 9.385, 9.672, 9.934,10.236,11.038,11.276,12.094,13.491, 8.656, 7.181, 5.521, 6.958, 6.336, 6.518, 5.707, 5.138, 4.519, 4.267, 3.586, 3.254
29-01-2022, 2.010, 0.971, 0.721, 0.965, 1.097, 0.817, 1.044, 0.788, 0.753, 0.930, 1.172, 1.415, 1.797, 2.003, 2.378, 2.769, 2.944, 6.467, 8.272, 9.459, 9.207, 9.477, 9.434, 8.205
30-01-2022, 7.210, 7.344, 6.537, 5.889, 5.976, 6.026, 5.923, 5.809, 6.026, 6.641, 7.857, 8.821, 8.922, 8.631, 6.626, 5.720, 5.667, 8.288, 9.128, 7.145, 6.490, 6.021, 4.388, 3.256
31-01-2022, 1.670, 2.052, 2.684, 3.008, 3.159, 3.510, 3.818, 3.739, 4.009, 5.064, 5.628, 5.450, 4.318, 4.239, 4.945, 6.084, 6.404, 8.081, 6.791, 6.430, 7.201, 5.929, 6.154, 5.256
01-02-2022, 4.252, 3.989, 5.008, 6.753, 7.650, 6.169, 6.675, 5.477, 5.030, 2.792, 2.355, 2.457, 2.748, 2.476, 2.432, 3.091, 1.484, 1.187, 1.208, 1.380, 1.695, 1.236, 1.609, 3.260
02-02-2022, 4.143, 5.300, 5.386, 4.760, 4.509, 3.696, 3.044, 3.333, 2.929, 2.704, 2.463, 3.077, 2.426, 2.731, 2.982, 2.962, 3.511, 6.470, 7.282, 9.052, 8.064, 5.839, 4.546, 3.960
03-02-2022, 5.039, 5.736, 5.797, 5.519, 4.716, 3.647, 2.437, 1.765, 1.536, 1.988, 1.928, 1.512, 1.867, 1.650, 2.030, 2.790, 3.503, 4.439, 2.128, 2.218, 5.096, 5.881, 4.972, 2.655
04-02-2022, 2.345, 1.965, 2.177, 2.075, 2.500, 3.194, 4.044, 5.166, 2.999, 1.447, 1.540, 1.870, 1.700, 2.114, 2.635, 2.752, 3.027, 2.392, 2.786, 3.387, 4.154, 4.760, 4.824, 4.426
05-02-2022, 4.006, 3.435, 3.035, 3.059, 3.124, 3.330, 3.873, 4.162, 4.389, 3.949, 4.063, 4.025, 3.300, 2.961, 2.533, 2.717, 3.090, 3.879, 4.286, 4.767, 4.433, 4.450, 4.095, 3.759
