   Date   , 01:00, 02:00, 03:00, 04:00, 05:00, 06:00, 07:00, 08:00, 09:00, 10:00, 11:00, 12:00, 13:00, 14:00, 15:00, 16:00, 17:00, 18:00, 19:00, 20:00, 21:00, 22:00, 23:00, 24:00
01-01-2019,14.741,11.408, 5.407, 5.503, 5.755, 5.527, 5.667, 5.512, 5.576, 5.780, 5.616, 4.002, 3.767, 3.788, 4.141, 4.679, 4.531, 6.571, 8.677, 8.935, 6.283, 5.826, 5.973, 5.973
02-01-2019, 5.659, 6.002, 6.016, 6.207, 6.279, 6.346, 6.279, 7.048, 7.421, 7.517, 7.812, 6.817, 5.605, 5.409, 4.971, 5.926, 5.174, 5.583, 6.427, 7.019, 8.747, 9.892, 9.093, 8.561
03-01-2019, 7.481, 7.836, 6.677, 5.932, 4.564, 4.148, 4.594, 4.819, 5.492, 4.587, 4.440, 4.386, 4.628, 4.734, 4.577, 4.257, 4.988, 8.077, 8.965,14.896,15.455,15.377,16.274,18.160
04-01-2019,17.038,17.050,17.627,18.097,16.835,15.606,21.432,20.910,24.460,29.168,30.411,28.625,24.939,17.469,16.722,15.184,17.491,32.606,31.227,31.958,32.019,31.432,34.979,31.311
05-01-2019,30.484,30.696,29.441,26.418,24.031,22.609,22.123,22.616,21.361,21.658,15.264,12.915,13.146,13.745,14.455,16.142,18.311,18.135,19.493,19.693,23.403,28.951,26.436,23.599
06-01-2019,22.488,19.366,18.165,17.844,18.068,18.644,18.601,17.675,16.920,16.903,16.451,12.731, 9.197, 9.974,10.403,10.026,11.717,12.323,14.087,14.738,15.012,15.627,15.151,14.618
07-01-2019,14.710,14.571,14.002,14.123, 9.875,10.672,10.184, 9.660,10.127, 9.173,10.038,11.035, 9.889, 6.729, 4.522, 4.840, 6.513, 8.059, 6.947, 6.914, 6.656, 5.018, 4.442, 4.832
08-01-2019, 5.076, 4.684, 4.439, 4.731, 4.493, 4.494, 4.654, 5.019, 5.356, 7.245,10.255,12.092,10.828,10.278, 9.606, 9.507,12.229,16.576,16.203,16.953,13.226,12.936,13.078,11.892
09-01-2019, 9.430, 7.842, 6.845, 6.016, 5.923, 5.882, 5.893, 5.788, 5.266, 5.460, 5.869, 5.934, 5.833, 6.838, 6.580, 6.185, 6.998, 8.644, 8.352, 7.516, 8.503, 9.402,10.160,11.418
10-01-2019,12.998,16.260,17.453,19.201,22.738,27.427,30.394,29.172,28.814,27.168,31.727,28.245,28.271,23.668,18.833,20.071,23.316,22.491,21.156,22.109,23.535,23.554,22.696,18.566
