   Date   , 01:00, 02:00, 03:00, 04:00, 05:00, 06:00, 07:00, 08:00, 09:00, 10:00, 11:00, 12:00, 13:00, 14:00, 15:00, 16:00, 17:00, 18:00, 19:00, 20:00, 21:00, 22:00, 23:00, 24:00
01-01-2019,16.000,16.000, 6.000, 7.000, 7.000,10.000,10.000,10.000, 8.000, 8.000,10.000, 9.000, 7.000,11.000, 9.000,10.000, 9.000,15.000,10.000,10.000, 8.000, 7.000, 6.000, 7.000
02-01-2019, 7.000, 9.000, 9.000, 7.000, 7.000, 9.000, 7.000,10.000, 9.000, 8.000, 7.000,10.000,10.000, 6.000, 8.000,10.000, 6.000, 8.000,10.000,10.000,10.000,12.000,10.000,11.000
03-01-2019, 8.000, 6.000, 8.000, 8.000, 7.000, 9.000,10.000, 9.000, 5.000, 4.000, 4.000, 5.000, 6.000, 6.000,      ,15.000,13.000,12.000, 9.000,15.000,12.000,10.000,17.000,16.000
04-01-2019,16.000,14.000,16.000,17.000,18.000,22.000,28.000,24.000,26.000,21.000,22.000,19.000,20.000,22.000,17.000,15.000,10.000,24.000,25.000,35.000,35.000,33.000,31.000,34.000
05-01-2019,29.000,28.000,31.000,29.000,27.000,21.000,25.000,20.000,25.000,22.000,24.000,18.000,11.000,14.000,16.000,13.000,14.000,18.000,24.000,20.000,21.000,21.000,19.000,23.000
06-01-2019,23.000,25.000,22.000,21.000,16.000,18.000,16.000,17.000,17.000,14.000,13.000,15.000,13.000,12.000,11.000,14.000,13.000,17.000,16.000,22.000,19.000,18.000,17.000,16.000
07-01-2019,15.000,16.000,12.000,12.000,11.000,10.000,17.000,14.000,11.000,12.000,13.000,11.000,12.000,10.000, 7.000, 9.000, 7.000,15.000, 9.000,11.000, 9.000,12.000, 9.000, 7.000
08-01-2019, 6.000, 7.000, 7.000, 6.000, 8.000, 6.000,10.000, 8.000, 9.000,14.000,14.000,10.000,12.000,10.000,13.000,12.000,12.000,14.000,16.000,16.000,12.000,11.000,13.000,12.000
09-01-2019,11.000,10.000,10.000, 6.000, 6.000,10.000, 8.000, 9.000, 7.000, 7.000,10.000, 8.000, 8.000,10.000,16.000, 8.000, 9.000, 9.000,12.000,17.000,14.000,17.000,14.000,14.000
10-01-2019,14.000,14.000,17.000,12.000,17.000,21.000,18.000,21.000,22.000,26.000,30.000,28.000,32.000,31.000,22.000,21.000,24.000,28.000,30.000,30.000,32.000,36.000,34.000,25.000
11-01-2019,13.000,16.000,19.000,12.000,19.000,17.000,18.000,14.000,17.000,18.000,15.000,15.000,18.000,18.000,19.000,17.000,16.000,13.000,12.000,13.000,10.000, 9.000,11.000,11.000
12-01-2019,10.000, 8.000, 8.000, 7.000,10.000,10.000, 7.000, 8.000, 9.000,10.000, 8.000, 8.000, 6.000, 8.000, 7.000, 7.000, 7.000, 9.000, 8.000, 6.000,13.000,10.000, 6.000, 5.000
13-01-2019, 5.000, 4.000, 5.000, 4.000, 3.000, 8.000, 9.000, 8.000, 9.000, 8.000, 7.000, 4.000, 6.000, 8.000, 7.000, 8.000, 6.000, 6.000, 8.000, 5.000, 6.000, 9.000, 8.000, 7.000
14-01-2019, 9.000, 7.000, 7.000, 9.000, 7.000,10.000,12.000, 8.000, 7.000, 6.000,10.000,10.000, 9.000, 9.000, 8.000,11.000, 9.000,12.000, 9.000,13.000,15.000,11.000,10.000,13.000
15-01-2019,11.000,15.000,11.000, 7.000, 8.000, 8.000, 8.000, 7.000, 9.000, 7.000, 6.000, 6.000, 4.000, 3.000, 5.000, 6.000, 8.000, 6.000, 8.000, 7.000, 3.000, 7.000, 5.000, 4.000
16-01-2019, 9.000, 7.000, 6.000, 5.000, 4.000, 3.000, 4.000, 6.000, 4.000, 6.000, 7.000, 7.000, 5.000, 7.000, 8.000, 6.000, 3.000, 6.000, 6.000, 8.000,10.000,12.000,11.000,11.000
